,Venue,Venue Latitude,Venue Longitude,Venue Category
4548,Sarvi,18.96685250452282,72.82922116407411,Middle Eastern Restaurant
4549,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant
4550,Celejor,18.97584443166727,72.8236785218938,Bakery
4551,Jaffer Bhai's Delhi Darbar,18.961417197216175,72.82337928586074,Indian Restaurant
4552,Indigo Delicatessen,18.994498279390033,72.82375973512458,Deli / Bodega
4553,The Sahib Room & Kipling Bar,18.99433338351496,72.82384950789341,Indian Restaurant
4554,Neel,18.980407099558455,72.82040255503206,Indian Restaurant
4555,Persian Darbar,18.976055278875254,72.8336433634414,Indian Restaurant
4556,Theobroma,18.970734914004037,72.80981586266414,Bakery
4557,Chinese Palace,18.972650375746568,72.81418652853344,Chinese Restaurant
4558,Francesco's,18.995435242986712,72.82496433065423,Pizza Place
4560,Nature's Basket,18.9758750502239,72.80879775448842,Deli / Bodega
4561,Gallops,18.981231454989828,72.81717834531408,Restaurant
4563,Shalimar Restaurant,18.958180122249892,72.83236650763473,Indian Restaurant
4564,Copper Chimney,18.98835720194232,72.81382790299645,Indian Restaurant
4565,Delhi Darbar,18.961580689107752,72.82352680100172,Indian Restaurant
4566,Shree Thaker Bhojnalay,18.951216985262224,72.82832591412115,Indian Restaurant
4567,Blue Tokai Coffee Roasters,18.989441319127916,72.82533717622034,Café
4568,Sigdi Restaurant,18.970522543245263,72.8310336481102,Indian Restaurant
4570,Gloria Restaurant,18.97548454239597,72.83388434849309,Asian Restaurant
4571,Gajalee,18.994493074691302,72.82440446200073,Indian Restaurant
4573,Candy & Green,18.974958,72.806143,Vegetarian / Vegan Restaurant
4574,Mad Over Donuts - Breach Candy,18.970929574322874,72.80466914176941,Donut Shop
4575,Trupti,18.99467157396348,72.82372442848079,Indian Restaurant
4576,symphony,18.963346739565118,72.81025132774622,Restaurant
4577,Bhagat Tarachand Restaurant,18.951801999721898,72.83048598110027,Indian Restaurant
